,매출액(억원),영업이익(억원),당기순이익(억원),영업이익률(%),순이익률(%),ROE(%),부채비율(%),당좌비율(%),유보율(%),EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당율(%),배당성향(%),회사명
2019.12,183.0,5.0,18.0,2.76,9.84,2.44,4.23,975.65,1954.08,250.0,22.12,10271.0,0.54,200.0,3.61,79.85,와토스코리아
2020.12,183.0,2.0,15.0,0.85,7.94,1.97,4.35,1024.37,1956.77,202.0,27.13,10285.0,0.53,200.0,3.65,99.01,와토스코리아
2021.12,200.0,4.0,14.0,2.02,7.1,1.92,6.13,345.7,1955.63,197.0,30.95,10279.0,0.59,200.0,3.27,101.29,와토스코리아
2022.12(E),,,,,,,,,,,,,,,,,와토스코리아
2019.12,236.0,27.0,27.0,11.67,11.33,3.53,10.3,430.98,1581.12,142.0,17.25,4322.0,0.57,135.0,5.49,82.59,플랜티넷
2020.12,240.0,14.0,14.0,6.04,5.78,1.52,11.22,390.64,1559.94,61.0,54.54,4266.0,0.77,108.0,3.27,150.82,플랜티넷
2021.12,286.0,6.0,89.0,2.03,31.01,8.86,15.25,380.21,1655.0,360.0,13.37,4577.0,1.05,108.0,2.24,25.61,플랜티넷
2022.12(E),,,,,,,,,,,,,,,,,플랜티넷
2020.03,74,-44,-45,-59.08,-60.36,4.41,-114.47,1.49,-497.81,-11292,-0.34,-261545,-0.01,,,-,비츠로시스
2021.03,37.0,-51.0,-48.0,-139.75,-131.1,,225.39,21.2,-62.99,-287.0,-20.69,185.0,32.04,,,,비츠로시스
2022.03,168,4,53,2.12,31.69,57.79,52.34,193.50,11.89,218,25.96,559,10.13,,,-,비츠로시스
2023.03(E),,,,,,,,,,,,,,,,,비츠로시스
2019.12,118,24,26,20.56,21.81,25.64,90.19,284.20,162.64,301,10.54,1313,2.42,-,-,-,토탈소프트
2020.12,121,26,22,21.02,18.32,18.03,79.50,270.34,214.33,260,29.12,1571,4.82,-,-,-,토탈소프트
2021.12,141.0,30.0,30.0,21.54,21.39,20.32,64.84,279.1,279.34,352.0,30.09,1896.0,5.59,,,,토탈소프트
2022.12(E),,,,,,,,,,,,,,,,,토탈소프트
2019.12,2234,-108,-234,-4.84,-10.49,-55.81,986.44,56.01,61.82,-587,-3.74,780,2.81,-,-,-,코다코
2020.12,1966,-16,-182,-0.79,-9.27,-75.32,1813.43,12.37,20.58,-446,-2.89,448,2.88,-,-,-,코다코
2021.12,2515.0,55.0,63.0,2.18,2.5,33.25,1406.76,30.42,50.68,169.0,8.82,610.0,2.45,,,,코다코
2022.12(E),,,,,,,,,,,,,,,,,코다코
2019.12,188.0,19.0,18.0,10.08,9.53,7.8,18.5,444.0,395.7,187.0,24.93,2478.0,1.88,35.0,0.75,18.7,휴네시온
2020.12,254.0,28.0,33.0,11.05,13.06,13.3,27.54,320.4,458.43,349.0,15.97,2805.0,1.99,40.0,0.72,11.3,휴네시온
2021.12,265.0,29.0,149.0,10.85,56.09,43.95,20.61,283.44,760.71,1551.0,4.16,4361.0,1.48,40.0,0.62,2.54,휴네시온
2022.12(E),,,,,,,,,,,,,,,,,휴네시온
2019.12,-,-,-,,,,12.63,,1837.83,-29,-68.76,1938,1.03,,,-,다보링크
2020.12,635,55,64,8.71,10.09,80.19,170.23,86.85,674.10,157,,280,,,,-,다보링크
2021.12,775.0,1.0,-136.0,0.1,-17.59,-77.92,99.17,123.08,475.45,-333.0,-6.9,575.0,4.0,,,,다보링크
2022.12(E),,,,,,,,,,,,,,,,,다보링크
2019.09,181,-16,-41,-8.64,-22.83,-24.64,169.65,59.42,219.80,-440,-15.70,1562,4.42,,,-,아시아종묘
2020.09,228,9,-14,4.08,-6.21,-9.55,152.39,31.05,219.43,-151,-33.47,1591,3.19,,,-,아시아종묘
2021.09,244,22,-,9.08,0.02,0.09,94.31,62.69,314.62,2,4522.97,2066,3.50,-,-,-,아시아종묘
2022.09(E),,,,,,,,,,,,,,,,,아시아종묘
2019.12,285,4,-2,1.33,-0.79,-0.58,76.55,78.28,468.97,-16,-114.93,2837,0.67,-,-,-,웹스
2020.12,326,-,-8,-0.05,-2.56,-2.21,82.08,74.20,456.79,-61,-29.64,2681,0.67,-,-,-,웹스
2021.12,350.0,9.0,5.0,2.51,1.49,1.33,66.6,77.68,479.04,37.0,127.75,2894.0,1.64,,,,웹스
2022.12(E),,,,,,,,,,,,,,,,,웹스
2019.12,192.0,28.0,20.0,14.33,10.3,2.79,57.85,377.98,1304.79,174.0,21.63,7905.0,0.48,50.0,1.33,22.76,YW
2020.12,167.0,36.0,33.0,21.78,19.63,4.55,57.84,261.58,1354.57,288.0,13.82,8434.0,0.47,100.0,2.51,26.34,YW
2021.12,150.0,31.0,27.0,20.82,17.63,3.61,26.84,751.83,1385.95,234.0,18.02,8638.0,0.49,100.0,2.38,32.47,YW
2022.12(E),,,,,,,,,,,,,,,,,YW
2019.12,197,41,6,20.74,3.18,,119.85,164.26,415.32,20,85.78,415,4.10,,,-,소프트캠프
2020.12,189,24,18,12.66,9.66,14.19,30.95,302.50,633.99,74,47.66,670,5.23,-,-,-,소프트캠프
2021.12,206.0,11.0,-2.0,5.51,-0.85,-0.84,107.53,391.88,628.55,-5.0,-556.72,671.0,4.51,,,,소프트캠프
2022.12(E),,,,,,,,,,,,,,,,,소프트캠프
2019.12,94,1,-,0.69,0.49,0.81,71.81,79.94,389.24,9,600.64,1186,4.36,,,-,애드바이오텍
2020.12,98,-10,-73,-10.15,-74.83,,101.98,93.10,550.48,-1277,-5.94,1227,6.19,,,-,애드바이오텍
2021.12,118.0,-16.0,-27.0,-13.13,-22.5,-36.92,310.52,39.98,52.57,-347.0,-26.25,664.0,13.71,,,,애드바이오텍
2022.12(E),,,,,,,,,,,,,,,,,애드바이오텍
2019.12,118,-50,32,-42.78,27.16,6.38,98.55,42.96,332.36,131,19.87,2164,1.21,,,-,코디엠
2020.12,280,-86,-165,-30.78,-58.94,-18.00,64.96,35.19,203.43,-328,-6.93,1518,1.50,,,-,코디엠
2021.12,454.0,-67.0,-226.0,-14.82,-49.79,-39.98,118.42,21.93,99.47,-505.0,-2.09,1017.0,1.04,,,,코디엠
2022.12(E),,,,,,,,,,,,,,,,,코디엠
2019.12,236,-13,-10,-5.31,-4.15,-3.41,19.60,183.33,321.50,-72,-38.00,2108,1.30,-,-,-,동방선기
2020.12,216,-14,-9,-6.30,-4.31,-3.30,15.50,258.26,309.71,-69,-45.05,2049,1.51,-,-,-,동방선기
2021.12,230.0,5.0,11.0,2.13,4.61,3.75,21.21,231.86,323.89,78.0,41.36,2119.0,1.53,,,,동방선기
2022.12(E),,,,,,,,,,,,,,,,,동방선기
2019.12,524,-49,-28,-9.31,-5.42,-1.67,7.05,504.05,3433.11,-60,-59.47,3526,1.01,-,-,-,서산
2020.12,396,-84,-126,-21.20,-31.92,-9.69,12.99,634.44,3077.16,-323,-7.30,3133,0.75,-,-,-,서산
2021.12,561.0,45.0,51.0,7.95,9.08,6.08,10.03,728.67,3274.39,197.0,13.13,3352.0,0.77,,,,서산
2022.12(E),,,,,,,,,,,,,,,,,서산
2019.08,815.0,15.0,12.0,1.89,1.42,1.81,44.88,105.19,1170.51,111.0,27.89,6355.0,0.49,60.0,1.94,52.47,풍강
2020.08,639.0,2.0,2.0,0.35,0.24,0.26,36.69,116.42,1173.8,16.0,173.62,6342.0,0.44,30.0,1.08,181.84,풍강
2021.08,768.0,42.0,44.0,5.5,5.68,7.02,36.09,130.64,1259.0,448.0,11.29,6808.0,0.74,100.0,1.98,21.66,풍강
2022.08(E),,,,,,,,,,,,,,,,,풍강
2019.12,671,-26,-18,-3.93,-2.63,-4.78,111.52,147.76,927.66,-128,-19.27,2640,0.94,-,-,-,이즈미디어
2020.12,220,-146,-179,-66.29,-81.59,-66.13,181.61,81.13,429.68,-1295,-2.64,1340,2.55,-,-,-,이즈미디어
2021.12,475,-179,-199,-37.70,-41.77,-111.58,298.99,46.21,-20.67,-1426,-5.64,1264,6.37,,,-,이즈미디어
2022.12(E),,,,,,,,,,,,,,,,,이즈미디어
2019.12,1462,41,12,2.79,0.80,2.57,313.46,39.74,319.58,50,51.13,2048,1.26,-,-,-,인베니아
2020.12,1410,48,-48,3.38,-3.38,-11.09,247.41,52.15,282.97,-206,-12.72,1855,1.41,-,-,-,인베니아
2021.12,1343.0,93.0,124.0,6.91,9.21,26.12,163.47,67.41,393.91,533.0,5.04,2443.0,1.1,,,,인베니아
2022.12(E),,,,,,,,,,,,,,,,,인베니아
2019.12,373.0,31.0,41.0,8.33,10.91,5.98,9.1,970.96,2927.45,437.0,14.41,7629.0,0.83,63.0,1.0,13.97,이엘피
2020.12,289.0,27.0,25.0,9.45,8.62,3.59,12.13,504.97,3005.61,267.0,20.74,7773.0,0.71,63.0,1.14,21.29,이엘피
2021.12,262.0,-30.0,-7.0,-11.58,-2.71,-1.05,23.71,419.96,1508.44,-76.0,-99.3,7619.0,0.99,60.0,0.79,-74.52,이엘피
2022.12(E),,,,,,,,,,,,,,,,,이엘피
2019.12,319,-29,-50,-9.00,-15.71,,123.86,62.02,28.60,-305,-5.08,606,2.56,,,-,ITX-AI
2020.12,321,-20,-36,-6.29,-11.35,-21.92,105.10,114.69,65.15,-158,-16.00,799,3.16,-,-,-,ITX-AI
2021.12,314.0,-69.0,-146.0,-22.02,-46.66,-87.99,173.97,100.4,-32.98,-485.0,-2.65,311.0,4.14,,,,ITX-AI
2022.12(E),,,,,,,,,,,,,,,,,ITX-AI
2020.03,128,-6,-6,-4.30,-5.02,-18.77,356.91,56.65,15.59,-102,-16.45,513,3.25,-,-,-,바이옵트로
2021.03,161,30,22,18.55,13.87,51.09,221.65,49.77,93.97,352,9.95,864,4.05,,,-,바이옵트로
2022.03,223.0,48.0,4.0,21.57,1.89,2.89,21.88,285.18,480.26,58.0,147.91,2907.0,2.93,,,,바이옵트로
2023.03(E),,,,,,,,,,,,,,,,,바이옵트로
2019.12,846,-53,-78,-6.28,-9.17,,115.77,59.14,930.85,-652,-5.61,5134,0.71,-,-,-,윈하이텍
2020.12,757,-82,-15,-10.85,-1.92,1.60,90.73,95.37,946.09,79,40.51,5234,0.61,-,-,-,윈하이텍
2021.12,945.0,19.0,-1.0,2.02,-0.14,-0.24,112.71,84.56,951.7,-12.0,-312.88,5259.0,0.73,,,,윈하이텍
2022.12(E),,,,,,,,,,,,,,,,,윈하이텍
2019.12,608,34,45,5.64,7.41,8.21,29.09,255.51,952.10,419,14.09,5256,1.12,-,-,-,지란지교시큐리티
2020.12,582,-4,-17,-0.65,-2.92,-2.40,38.64,267.83,908.73,-125,-44.20,5072,1.09,-,-,-,지란지교시큐리티
2021.12,573.0,1.0,-57.0,0.13,-9.87,-13.72,44.81,268.49,777.95,-660.0,-8.99,4547.0,1.3,,,,지란지교시큐리티
2022.12(E),,,,,,,,,,,,,,,,,지란지교시큐리티
2019.12,464.0,19.0,19.0,4.05,4.06,3.46,15.58,601.63,1628.62,319.0,17.1,9734.0,0.56,100.0,1.83,30.05,빛샘전자
2020.12,475.0,11.0,11.0,2.3,2.23,1.91,27.52,286.19,1662.31,186.0,32.85,10556.0,0.58,50.0,0.82,25.75,빛샘전자
2021.12,818.0,40.0,42.0,4.94,5.12,6.5,24.77,297.73,1750.03,666.0,12.17,10695.0,0.76,100.0,1.23,15.0,빛샘전자
2022.12(E),,,,,,,,,,,,,,,,,빛샘전자
2019.12,738,-,-3,0.04,-0.35,-0.69,65.38,189.76,417.34,-15,-188.83,2505,1.16,-,-,-,아이크래프트
2020.12,970,-,10,0.03,1.04,3.25,106.22,140.85,431.45,71,59.14,2604,1.60,-,-,-,아이크래프트
2021.12,1053.0,21.0,23.0,1.99,2.23,6.53,144.07,107.03,460.23,144.0,30.75,2780.0,1.59,50.0,1.13,28.44,아이크래프트
2022.12(E),,,,,,,,,,,,,,,,,아이크래프트
2019.12,-,-,-,,,,11.76,,1765.80,-1,-1490.79,1866,1.08,,,-,포커스에이치엔에스
2020.12,328,24,21,7.17,6.53,47.04,344.18,70.42,576.47,119,,312,,,,-,포커스에이치엔에스
2021.12,482,41,-,8.54,-0.03,-0.13,93.01,136.69,856.61,-1,-3641.77,957,3.01,,,,포커스에이치엔에스
2022.12(E),700.0,60.0,52.0,8.57,7.43,,,,,278.0,7.04,,,,,,포커스에이치엔에스
2019.12,147,7,6,4.63,4.19,4.84,11.62,648.27,511.23,142,,3024,-,,,-,삼영에스앤씨
2020.12,136,2,13,1.34,9.29,9.14,25.62,508.57,556.29,290,,3269,-,,,-,삼영에스앤씨
2021.12,125.0,-6.0,-14.0,-4.64,-11.54,-7.13,11.76,1083.23,824.2,-279.0,-47.11,4686.0,2.81,,,,삼영에스앤씨
2022.12(E),,,,,,,,,,,,,,,,,삼영에스앤씨
2019.12,973,-1,326,-0.15,33.53,49.13,68.38,105.17,1373.22,2765,3.13,7173,1.21,-,-,-,메디앙스
2020.12,745,-4,40,-0.50,5.41,4.74,57.40,122.19,1443.06,342,12.28,7536,0.56,-,-,-,메디앙스
2021.12,715,45,44,6.26,6.10,4.84,51.02,92.69,1521.58,370,16.76,8055,0.77,,,-,메디앙스
2022.12(E),,,,,,,,,,,,,,,,,메디앙스
2019.12,531,2,2,0.30,0.41,1.12,48.40,120.32,157.37,13,160.78,1268,1.68,,,-,파루
2020.12,414,-138,-241,-33.42,-58.15,-65.00,114.91,108.54,50.00,-625,-4.40,732,3.76,-,-,-,파루
2021.12,489.0,-35.0,-39.0,-7.07,-8.03,-14.05,149.44,84.17,35.86,-99.0,-10.06,659.0,1.52,,,,파루
2022.12(E),,,,,,,,,,,,,,,,,파루
2019.12,266,-40,39,-15.03,14.56,7.33,65.85,62.24,1235.84,264,6.08,3979,0.40,-,-,-,동일철강
2020.12,219,-42,-88,-19.05,-40.01,-15.66,58.06,76.98,1620.62,-598,-5.20,3936,0.79,-,-,-,동일철강
2021.12,344.0,43.0,-251.0,12.66,-73.08,-52.81,165.68,30.58,418.59,-1711.0,-2.56,2553.0,1.72,,,,동일철강
2022.12(E),,,,,,,,,,,,,,,,,동일철강
2019.12,97,-17,-20,-17.62,-20.12,-19.45,19.06,288.36,443.97,-340,-23.27,2685,2.95,-,-,-,캐리소프트
2020.12,62,-24,-40,-39.18,-64.48,-27.56,35.98,183.70,316.87,-636,-7.91,2035,2.47,-,-,-,캐리소프트
2021.12,67.0,-23.0,-20.0,-34.14,-30.08,-17.25,37.73,153.17,269.05,-321.0,-41.49,1763.0,7.54,,,,캐리소프트
2022.12(E),,,,,,,,,,,,,,,,,캐리소프트
2019.12,372,16,9,4.28,2.47,2.55,64.16,142.43,57.38,19,49.54,786,1.22,-,-,-,팬스타엔터프라이즈
2020.12,320,-26,-64,-8.00,-20.06,-16.59,95.11,101.23,37.94,-123,-5.86,694,1.04,,,-,팬스타엔터프라이즈
2021.12,533.0,11.0,22.0,1.97,4.21,5.44,75.45,146.86,57.54,41.0,21.62,796.0,1.12,,,,팬스타엔터프라이즈
2022.12(E),,,,,,,,,,,,,,,,,팬스타엔터프라이즈
2019.12,8357,-247,-490,-2.95,-5.86,-9.28,189.63,107.89,1352.26,-708,-5.29,7301,0.51,-,-,-,예림당
2020.12,244,5,-1414,2.09,-580.59,-26.49,267.99,71.51,1071.74,-1747,-1.71,5886,0.51,-,-,-,예림당
2021.12,282.0,23.0,-136.0,8.13,-48.37,-0.48,18.98,239.08,1029.58,-28.0,-88.24,5709.0,0.43,,,,예림당
2022.12(E),,,,,,,,,,,,,,,,,예림당
2019.12,731,-88,-85,-12.07,-11.62,-15.37,81.06,96.22,266.41,-273,-5.25,1717,0.84,,,-,서울리거
2020.12,136,-149,-342,-109.35,-251.19,-63.28,187.57,57.26,112.68,-727,-1.40,780,1.30,,,-,서울리거
2021.12,149,29,-74,19.18,-49.87,-21.29,48.38,144.44,83.46,-152,-7.48,663,1.72,,,-,서울리거
2022.12(E),,,,,,,,,,,,,,,,,서울리거
2019.12,203,-15,-9,-7.50,-4.44,-3.76,78.32,109.84,1067.24,-41,-65.00,1076,2.46,,,-,케이엠제약
2020.12,229,7,5,3.11,2.05,1.45,23.22,287.09,1396.95,21,141.00,1462,1.99,-,-,-,케이엠제약
2021.12,227.0,9.0,-2.0,3.82,-0.97,-0.54,31.69,90.42,1389.07,-8.0,-282.32,1445.0,1.54,,,,케이엠제약
2022.12(E),,,,,,,,,,,,,,,,,케이엠제약
2019.12,94,2,-20,1.79,-20.95,-7.12,62.23,125.93,-17.76,-28,-22.96,397,1.64,-,-,-,비케이홀딩스
2020.12,101,-14,-44,-13.57,-43.43,-15.87,59.04,157.87,-26.30,-57,-20.14,356,3.22,-,-,-,비케이홀딩스
2021.12,94.0,-31.0,-30.0,-32.86,-32.3,-11.46,68.19,133.22,-33.81,-38.0,-22.23,318.0,2.69,,,,비케이홀딩스
2022.12(E),,,,,,,,,,,,,,,,,비케이홀딩스
2019.12,269,-34,-36,-12.51,-13.30,-20.86,146.12,74.21,412.63,-203,,873,,,,-,태성
2020.12,314,22,1,6.98,0.20,,1485.22,34.98,-22.03,4,,147,,,,-,태성
2021.12,439,46,93,10.53,21.05,78.53,137.22,71.81,585.10,524,,869,,,,-,태성
2022.12(E),,,,,,,,,,,,,,,,,태성
2019.12,540.0,37.0,-19.0,6.79,-3.46,-6.36,149.17,59.11,570.57,-220.0,-30.64,3353.0,2.01,15.0,0.22,-6.81,서울제약
2020.12,522,61,-13,11.70,-2.57,-4.68,125.59,99.90,576.93,-158,-69.36,3385,3.24,-,-,-,서울제약
2021.12,405.0,-57.0,-97.0,-14.12,-23.95,-40.53,228.36,63.66,344.78,-1137.0,-6.91,2224.0,3.53,,,,서울제약
2022.12(E),,,,,,,,,,,,,,,,,서울제약
2019.12,294,15,12,5.20,4.03,3.34,8.48,933.26,645.01,122,27.24,3818,0.87,-,-,-,프럼파스트
2020.12,252.0,15.0,15.0,5.97,5.93,4.26,9.27,750.86,675.79,154.0,30.02,4065.0,1.14,50.0,1.08,28.79,프럼파스트
2021.12,296.0,23.0,21.0,7.9,7.22,5.98,12.25,601.43,710.33,219.0,29.24,4285.0,1.5,50.0,0.78,19.84,프럼파스트
2022.12(E),,,,,,,,,,,,,,,,,프럼파스트
2019.12,582,8,-,1.44,-0.05,1.79,56.78,333.17,792.12,98,57.15,5450,1.03,30,0.53,30.51,진바이오텍
2020.12,591.0,17.0,-34.0,2.8,-5.8,-5.09,37.84,268.12,735.8,-272.0,-21.15,5231.0,1.1,30.0,0.52,-11.03,진바이오텍
2021.12,628,-2,-5,-0.33,-0.77,-1.09,37.37,201.58,712.59,-56,-93.15,5104,1.03,,,-,진바이오텍
2022.12(E),,,,,,,,,,,,,,,,,진바이오텍
2019.06,1293,-729,-707,-56.37,-54.64,-14.55,5.05,1602.80,6827.05,-640,-0.66,4053,0.10,-,-,-,씨케이에이치
2020.06,634,-619,-986,-97.70,-155.52,-24.58,2.39,2708.54,5297.36,-892,-0.26,3201,0.07,,,-,씨케이에이치
2021.06,1046,45,51,4.33,4.86,1.41,3.46,489.85,5128.38,46,7.04,3187,0.10,-,-,-,씨케이에이치
2022.06(E),,,,,,,,,,,,,,,,,씨케이에이치
2019.12,214,23,28,10.63,12.99,4.74,14.48,443.16,1754.82,428,12.95,9172,0.60,-,-,-,피앤씨테크
2020.12,196,11,22,5.56,11.09,3.58,12.15,178.01,1836.96,335,17.57,9551,0.62,-,-,-,피앤씨테크
2021.12,217.0,20.0,35.0,9.08,15.89,5.41,12.57,281.87,1947.14,531.0,13.26,10084.0,0.7,,,,피앤씨테크
2022.12(E),,,,,,,,,,,,,,,,,피앤씨테크
2019.12,793,-23,-30,-2.93,-3.72,-14.22,305.75,67.83,19.95,-91,-6.46,597,0.98,-,-,-,디젠스
2020.12,818,12,-61,1.51,-7.43,-37.46,402.26,81.78,-14.82,-186,-3.91,398,1.83,-,-,-,디젠스
2021.12,698.0,36.0,38.0,5.13,5.39,25.18,282.96,87.91,2.26,115.0,7.88,518.0,1.75,,,,디젠스
2022.12(E),,,,,,,,,,,,,,,,,디젠스
2019.12,913,-23,-32,-2.48,-3.55,-15.42,329.58,44.69,775.62,-661,-7.24,4334,1.11,,,-,누리플랜
2020.12,1394,63,35,4.51,2.54,10.07,229.28,54.32,879.82,495,13.14,4843,1.34,-,-,-,누리플랜
2021.12,1334.0,31.0,10.0,2.34,0.77,2.96,244.2,54.56,896.4,145.0,48.48,4998.0,1.41,,,,누리플랜
2022.12(E),,,,,,,,,,,,,,,,,누리플랜
2019.12,418,11,18,2.64,4.32,7.78,67.34,124.05,71.03,65,18.70,832,1.47,-,-,-,뉴보텍
2020.12,426,-39,-56,-9.21,-13.09,,153.31,119.48,36.29,-167,-9.10,646,2.34,-,-,-,뉴보텍
2021.12,470,-25,-81,-5.33,-17.23,-48.04,323.46,66.76,-14.17,-242,-5.04,387,3.15,,,-,뉴보텍
2022.12(E),,,,,,,,,,,,,,,,,뉴보텍
2019.12,2563,62,-34,2.41,-1.33,-4.10,163.17,74.22,904.37,-207,-14.47,4924,0.61,-,-,-,솔루에타
2020.12,1511,58,-155,3.84,-10.29,-16.64,247.92,71.77,751.94,-755,-5.22,4157,0.95,,,-,솔루에타
2021.12,1345.0,13.0,65.0,0.94,4.82,11.94,263.68,44.38,829.58,433.0,6.94,3180.0,0.94,,,,솔루에타
2022.12(E),,,,,,,,,,,,,,,,,솔루에타
2019.12,618.0,17.0,-8.0,2.69,-1.35,-2.05,89.83,164.35,333.86,-44.0,-41.17,2156.0,0.85,30.0,1.64,-67.39,엔피케이
2020.12,616.0,5.0,-6.0,0.83,-0.99,-1.54,89.13,91.88,317.88,-33.0,-60.43,2076.0,0.95,30.0,1.52,-91.89,엔피케이
2021.12,646.0,24.0,20.0,3.65,3.09,4.88,76.16,92.83,335.65,107.0,20.65,2298.0,0.96,30.0,1.36,28.11,엔피케이
2022.12(E),,,,,,,,,,,,,,,,,엔피케이
2019.12,894,21,7,2.35,0.81,4.79,202.99,35.47,692.69,182,43.57,3963,2.00,-,-,-,신라에스지
2020.12,627,3,-14,0.52,-2.18,-9.05,182.89,35.96,621.52,-342,-24.85,3608,2.36,-,-,-,신라에스지
2021.12,713.0,22.0,14.0,3.14,2.0,9.42,181.54,29.13,695.67,357.0,34.14,3978.0,3.07,,,,신라에스지
2022.12(E),,,,,,,,,,,,,,,,,신라에스지
2019.12,701,-49,-80,-6.98,-11.38,-20.42,134.39,95.54,11.89,-245,-5.27,1116,1.16,-,-,-,제이엠아이
2020.12,564,-17,-74,-3.02,-13.18,-20.63,114.35,99.28,-12.83,-228,-4.95,1149,0.98,-,-,-,제이엠아이
2021.12,484.0,15.0,19.0,3.06,3.92,5.08,115.55,105.49,-7.01,58.0,22.08,1194.0,1.08,,,,제이엠아이
2022.12(E),,,,,,,,,,,,,,,,,제이엠아이
2019.12,199.0,25.0,21.0,12.29,10.36,15.49,37.86,199.76,1312.88,115.0,,789.0,,28.0,1.35,24.19,윈텍
2020.12,112,2,-16,1.96,-14.38,-9.35,9.57,835.44,1004.47,-90,-33.29,1104,2.72,-,-,-,윈텍
2021.12,154.0,6.0,7.0,3.75,4.35,3.23,16.64,273.19,1040.72,36.0,74.36,1141.0,2.36,,,,윈텍
2022.12(E),,,,,,,,,,,,,,,,,윈텍
2019.12,239.0,7.0,12.0,2.85,4.94,,61.74,287.82,594.65,166.0,22.24,3961.0,0.93,67.0,1.8,38.27,디지캡
2020.12,329.0,22.0,13.0,6.81,4.02,3.6,57.05,110.2,619.66,147.0,29.26,4679.0,0.92,29.0,0.66,18.31,디지캡
2021.12,286.0,3.0,1.0,0.99,0.35,0.19,37.02,214.38,690.75,9.0,528.04,4680.0,0.96,,,308.63,디지캡
2022.12(E),,,,,,,,,,,,,,,,,디지캡
2019.12,446,2,-218,0.44,-48.96,,1173.68,25.49,-27.51,-1240,-3.52,362,12.04,-,-,-,지더블유바이텍
2020.12,525,-,-51,0.06,-9.65,-53.74,229.85,73.42,-10.63,-249,-4.84,447,2.70,-,-,-,지더블유바이텍
2021.12,526,-18,-50,-3.43,-9.51,-31.20,98.17,228.37,20.21,-167,-13.94,601,3.88,,,-,지더블유바이텍
2022.12(E),,,,,,,,,,,,,,,,,지더블유바이텍
2019.12,2996,459,318,15.32,10.61,12.19,9.21,901.74,381.84,559,2.60,4859,0.30,,,-,오가닉티코스메틱
2020.12,3022,138,79,4.58,2.61,2.69,12.39,1118.72,283.99,126,4.50,3906,0.15,,,-,오가닉티코스메틱
2021.12,2705,169,79,6.25,2.93,2.23,11.62,1059.38,191.37,87,6.74,3330,0.18,,,-,오가닉티코스메틱
2022.12(E),,,,,,,,,,,,,,,,,오가닉티코스메틱
2019.12,262,-12,-17,-4.40,-6.48,-5.28,92.10,68.53,447.71,-149,-36.65,2742,1.99,-,-,-,에프알텍
2020.12,244,-13,-39,-5.21,-15.95,-12.18,97.97,66.48,465.11,-341,-18.61,2851,2.22,-,-,-,에프알텍
2021.12,231.0,-22.0,2.0,-9.31,1.01,0.61,73.63,60.36,469.47,20.0,168.54,3875.0,0.89,,,,에프알텍
2022.12(E),,,,,,,,,,,,,,,,,에프알텍
2019.12,430,-12,-10,-2.81,-2.28,-3.42,28.66,127.16,776.71,-153,-24.47,4384,0.85,-,-,-,광진실업
2020.12,430,-24,-32,-5.63,-7.41,-12.03,45.73,124.41,676.29,-497,-7.46,3881,0.96,-,-,-,광진실업
2021.12,546.0,11.0,12.0,2.04,2.12,4.55,63.36,52.55,710.72,181.0,26.86,4054.0,1.2,,,,광진실업
2022.12(E),,,,,,,,,,,,,,,,,광진실업
2019.12,550,9,8,1.63,1.51,1.71,66.54,84.46,423.81,45,32.18,2642,0.55,-,-,-,에이치케이
2020.12,555,14,12,2.54,2.21,2.49,66.34,88.71,437.09,66,27.10,2720,0.66,-,-,-,에이치케이
2021.12,718.0,44.0,55.0,6.07,7.62,10.38,58.02,79.59,496.18,295.0,7.18,3022.0,0.7,40.0,1.89,13.42,에이치케이
2022.12(E),,,,,,,,,,,,,,,,,에이치케이
2019.12,732,-37,-117,-5.04,-16.00,-21.13,118.89,63.52,567.42,-822,-8.29,3964,1.72,-,-,-,알파홀딩스
2020.12,643,-70,-39,-10.81,-6.12,-5.62,84.21,60.88,579.90,-213,-21.57,3844,1.19,-,-,-,알파홀딩스
2021.12,744,-50,-139,-6.72,-18.61,-17.35,80.69,62.53,490.03,-639,-4.76,3784,0.80,,,-,알파홀딩스
2022.12(E),,,,,,,,,,,,,,,,,알파홀딩스
2019.12,1745,1,-57,0.03,-3.28,-4.63,140.71,56.06,1402.30,-346,-7.65,7467,0.35,-,-,-,캐스텍코리아
2020.12,1376,-92,-183,-6.72,-13.33,-16.44,147.87,53.66,1183.23,-1107,-2.92,6221,0.52,-,-,-,캐스텍코리아
2021.12,1412.0,-176.0,-153.0,-12.47,-10.85,-15.58,164.18,37.43,1008.65,-925.0,-3.51,5845.0,0.56,,,,캐스텍코리아
2022.12(E),,,,,,,,,,,,,,,,,캐스텍코리아
2019.12,961.0,25.0,33.0,2.6,3.44,5.18,52.12,65.2,308.48,204.0,9.82,4179.0,0.48,50.0,2.5,20.03,삼일
2020.12,834.0,-14.0,-31.0,-1.74,-3.77,-5.03,85.03,59.4,284.47,-194.0,-10.42,4006.0,0.5,30.0,1.49,-14.33,삼일
2021.12,854.0,-28.0,-26.0,-3.23,-3.05,-4.37,68.09,39.04,274.64,-161.0,-17.84,3814.0,0.75,30.0,1.05,-17.87,삼일
2022.12(E),,,,,,,,,,,,,,,,,삼일
2019.12,1911,-146,-43,-7.63,-2.24,-3.54,193.86,33.91,1723.13,-317,-11.16,9003,0.39,-,-,-,일지테크
